C_[0]_average,C_[0]_stddev,v_average:0,v_average:1,v_average:2,v_stddev:0,v_stddev:1,v_stddev:2,Points:0
1,0,5.49237699585566E-12,-2.36611046793899E-10,0,2.08818922180827E-11,5.36009900008659E-10,0,0.033267300575972
1,0,3.71572469358165E-05,-0.001600730448783,0,0.000141271006382,0.003626235458653,0,0.044356398284435
1,0,-1.45924300342981E-12,-1.06176449240394E-10,0,2.90716330360485E-11,3.56525654362733E-10,0,0.055445499718189
1,0,-1.08593377732732E-05,-0.000790139766412,0,0.000216344146943,0.00265317873477,0,0.066534601151943
1,0,-2.33478593512608E-12,-1.69882109933326E-10,0,4.65145556731653E-11,5.70440345686928E-10,0,0.077623695135117
1,0,0,0,0,0,0,0,0.088712796568871
0.999999979455526,2.82922733247639E-09,6.02563011247444E-10,-2.17038912556647E-08,0,2.745567906189E-09,1.96372009351925E-09,0,0.099801898002625
0.808891130434342,0.026318044166739,0.005605158548105,-0.201893976549944,0,0.025539821967408,0.018266918173633,0,0.110890999436378
0.684241308838573,0.03289360701543,-0.009007876367068,-0.236635204711616,0,0.012139536183507,0.012341995886426,0,0.121980093419552
0.580955637725926,0.026884597248394,-0.007607348944742,-0.250283534491232,0,0.010463453280254,0.008747453993298,0,0.133069202303886
0.495039411454382,0.022200708545372,-0.022430679596245,-0.239302924525159,0,0.007440072714418,0.008230973487074,0,0.144158288836479
0.427135570182601,0.020540515375004,-0.025523733096204,-0.223124547940392,0,0.006117487740856,0.00946646847578,0,0.155247390270233
0.368704458326495,0.012814209019975,-0.03685132646387,-0.203917021555526,0,0.006107062660901,0.009025384617853,0,0.166336491703987
0.322196464016057,0.011111494110392,-0.041021965125422,-0.176651478340914,0,0.004370195304874,0.008943651052242,0,0.177425593137741
0.290762982283217,0.008584537264546,-0.049261623207032,-0.156104539804641,0,0.004655796032456,0.008409103374833,0,0.188514694571495
0.266143061589924,0.007018567064415,-0.054028299550244,-0.134170618201561,0,0.004447416515016,0.007874829879066,0,0.199603796005249
0.247613782516595,0.004901022131731,-0.059561198248469,-0.112081323998288,0,0.004734673692064,0.007888144687828,0,0.210692897439003
0.23600289724387,0.004118033240881,-0.063620037087661,-0.093080224382397,0,0.004707481938847,0.00791352935922,0,0.221781998872757
0.227825382323748,0.003239446730471,-0.068571468937432,-0.074394280905053,0,0.003722184277507,0.007642813309081,0,0.23287108540535
0.222603330395049,0.002470004146835,-0.07208474748076,-0.054329981837368,0,0.004437324515577,0.006700683586536,0,0.243960186839104
0.219095525721444,0.002562443985452,-0.074371518934639,-0.035973364936472,0,0.003554754009833,0.005971553679971,0,0.255049288272858
0.216743424460524,0.002384277008269,-0.076974437824361,-0.014856714509552,0,0.003241968322254,0.006689285776359,0,0.266138404607773
0.215247475409836,0.002672275953936,-0.078461763934426,0.004897181622954,0,0.003017794161469,0.005859902943035,0,0.277227491140366
0.21424357495762,0.00239562748045,-0.078851453637547,0.025042554866302,0,0.002445971829094,0.006289232839556,0,0.288316577672958
0.212921786031889,0.002316376955643,-0.07990658532078,0.043103885045917,0,0.002115299920952,0.005305515184012,0,0.299405694007873
0.210275756373976,0.002843144842072,-0.08013876373475,0.062816455178111,0,0.002580934045718,0.005358173971252,0,0.310494780540466
0.208013144667578,0.002602162332528,-0.079256881254902,0.081433897083502,0,0.002739666825458,0.004801188757071,0,0.321583896875381
0.203558313869913,0.002472368089356,-0.07815253829851,0.099786513086158,0,0.002414764423264,0.005152968250576,0,0.332672983407974
0.198749042806786,0.002952144686275,-0.076016738697241,0.11633585030096,0,0.002737306595962,0.004652651484839,0,0.343762099742889
0.19216149321962,0.003222815687686,-0.073653602147425,0.131049226344781,0,0.002658664785972,0.004397438729617,0,0.354851186275482
0.184422627581917,0.003761965631009,-0.070119234599962,0.143620785783801,0,0.002953096573118,0.003908914041637,0,0.365940302610397
0.17530465455491,0.003731356122776,-0.065170740466741,0.155474886116882,0,0.00403947950836,0.003319330650327,0,0.37702938914299
0.164302077401699,0.004704907213247,-0.060362757627667,0.163576909322996,0,0.003429389450733,0.003221507014013,0,0.388118475675583
0.153066420501427,0.004492201172806,-0.053908197082729,0.167847918323266,0,0.004790954287004,0.003129573095228,0,0.399207592010498
0.139745485433973,0.003902703376677,-0.047123939531451,0.168523442114612,0,0.004648237401883,0.002950931560182,0,0.410296678543091
0.128295790835654,0.005375650038213,-0.040969107563264,0.166431698762555,0,0.005161188209028,0.004391455895649,0,0.421385794878006
0.111760423503743,0.006201747886955,-0.033591813008344,0.158251774009217,0,0.00527435157516,0.005793371747814,0,0.432474881410599
0.097643706703659,0.005053427268161,-0.026010124647846,0.147552672749861,0,0.007932518398126,0.006189263936162,0,0.443563997745514
0.082530275395205,0.006905336496592,-0.018744018535214,0.132878706495503,0,0.007093359058107,0.009482561432956,0,0.454653084278107
0.066511046894589,0.006340101000024,-0.014411655113413,0.112101967785958,0,0.007037759804483,0.009105340886599,0,0.465742170810699
0.053029470131146,0.009973511906985,-0.007309470379049,0.094447993351716,0,0.006957795350179,0.014099480252783,0,0.476831287145615
0.020853026704894,0.007308911919526,-0.001371470463124,0.04065194155657,0,0.007374591535634,0.013705485445956,0,0.487920373678207
0.009098659535635,0.006666438013108,-0.000691921742841,0.019824849344003,0,0.005882656449834,0.015856088419412,0,0.499009490013123
5.86870915330697E-09,4.29990655593263E-09,-4.46295132780894E-10,1.27871885251233E-08,0,3.79436109436617E-09,1.02273055583837E-08,0,0.510098576545715
0,0,0,0,0,0,0,0,0.521187663078308
0,0,0,0,0,0,0,0,0.532276809215546
0,0,0,0,0,0,0,0,0.543365895748138
0,0,0,0,0,0,0,0,0.554454982280731
