C_[0]_average,C_[0]_stddev,v_average:0,v_average:1,v_average:2,v_stddev:0,v_stddev:1,v_stddev:2,Points:0
0,0,0,0,0,0,0,0,-0.554454982280731
0,0,0,0,0,0,0,0,-0.543365895748138
0,0,0,0,0,0,0,0,-0.532276809215546
0,0,0,0,0,0,0,0,-0.521187663078308
5.46022467534304E-09,4.70335729289801E-09,-8.89673354462988E-10,1.12772094771882E-08,0,4.84469558508675E-09,1.00574137122524E-08,0,-0.510098576545715
0.008465355941616,0.007291933202817,-0.001379320827458,0.017483821258063,0,0.007511059525029,0.015592689310162,0,-0.499009490013123
0.02290247418822,0.008757858675696,0.001363837525506,0.047764725003231,0,0.010567440156354,0.014655881274684,0,-0.487920373678207
0.046547368686771,0.006976532551294,0.00373184634333,0.080385068396367,0,0.008113144702884,0.011138131424186,0,-0.476831287145615
0.061978578156719,0.006227253501991,0.011561499631525,0.099570494448674,0,0.009147677808766,0.010785179665266,0,-0.465742170810699
0.080628216171915,0.005999889895237,0.016702147521575,0.121953837503721,0,0.008183982662645,0.009267970937142,0,-0.454653084278107
0.093817033362814,0.005088414358691,0.025671311013757,0.135331772503772,0,0.006901204372717,0.007000884927459,0,-0.443563997745514
0.109604465359331,0.004425868140191,0.031649043441451,0.147253594014914,0,0.005706059957135,0.004207970509335,0,-0.432474881410599
0.124355283981826,0.004061107534239,0.041177260043035,0.156209239162425,0,0.005758420132341,0.003372191373084,0,-0.421385794878006
0.137260108350167,0.004698561262041,0.047937584753069,0.160292508998871,0,0.005635029942984,0.003574051441461,0,-0.410296678543091
0.150535027078593,0.003883719811339,0.055996670305038,0.161358474951464,0,0.003798363725064,0.003235250837098,0,-0.399207592010498
0.16083043867321,0.004397468611501,0.061604007126806,0.157501140813762,0,0.00389125266225,0.003054948159848,0,-0.388118475675583
0.172405818427761,0.003670305789779,0.068233504205352,0.151243344935017,0,0.003570703417774,0.004103584808939,0,-0.37702938914299
0.181234939429953,0.003252753120424,0.072413132313125,0.141240668641332,0,0.0029240211908,0.003509250884558,0,-0.365940302610397
0.189371755418357,0.002905321101265,0.076523658164353,0.129616767344735,0,0.003220980397476,0.004561486095147,0,-0.354851186275482
0.195511190781328,0.002609777494068,0.080185484981725,0.114979440391313,0,0.002620738884431,0.004898993596465,0,-0.343762099742889
0.201655543301168,0.002647388391297,0.081896831786369,0.098464069297212,0,0.002928604417191,0.004836570913862,0,-0.332672983407974
0.205967226727123,0.00281909565983,0.083085332020292,0.080992096515476,0,0.002400527907542,0.005199197816207,0,-0.321583896875381
0.208883772732385,0.002393952132763,0.084498879883933,0.06432003142516,0,0.002577202616836,0.005258546362842,0,-0.310494780540466
0.211489064733552,0.002508869696496,0.083982682133689,0.045580955223761,0,0.00242626356237,0.005252505860892,0,-0.299405694007873
0.213624526322102,0.002341763666124,0.083497491187039,0.027999816672716,0,0.002319099077171,0.005291732085423,0,-0.288316577672958
0.215089147540984,0.001998207958098,0.082976365573771,0.007441201760655,0,0.002822934632721,0.006004404581529,0,-0.277227491140366
0.216591834288623,0.002156085642831,0.081426091997158,-0.011817971533918,0,0.002845180055275,0.006027860140243,0,-0.266138404607773
0.219178738647164,0.002268377600497,0.078931644907985,-0.02996411445826,0,0.00262001589447,0.006269159015615,0,-0.255049288272858
0.222100396396818,0.002598249933537,0.075850583580243,-0.04937950201769,0,0.003599513560344,0.007268824225182,0,-0.243960186839104
0.228207185377763,0.003114652908849,0.072407402283224,-0.070494304153096,0,0.00379995156462,0.005875064331088,0,-0.23287108540535
0.236036372840936,0.003458528888287,0.068322482523543,-0.089641047085537,0,0.004485627165071,0.007369745445704,0,-0.221781998872757
0.248910978762428,0.005057261401465,0.063449508390856,-0.110048098879131,0,0.004955913506257,0.007734060068147,0,-0.210692897439003
0.266497815890916,0.006692913874311,0.057652588131599,-0.130040421931108,0,0.005119641599845,0.007707222559353,0,-0.199603796005249
0.292497752700848,0.007972829915339,0.051448865907224,-0.153436326611308,0,0.005202640698606,0.009488234779105,0,-0.188514694571495
0.324276709557776,0.012337117002766,0.044788832048281,-0.173893936917128,0,0.005571223342995,0.010226972151056,0,-0.177425593137741
0.367436573381744,0.017761275524795,0.0379181791648,-0.197064792832516,0,0.00610189393008,0.009946262876772,0,-0.166336491703987
0.426988190528869,0.019185286004235,0.027490728368427,-0.219193892257498,0,0.006223657552712,0.007523254768514,0,-0.155247390270233
0.488834994648514,0.022283793047517,0.024840125496904,-0.235499729044947,0,0.007982546285061,0.009116548351926,0,-0.144158288836479
0.590689480761335,0.028122960175726,0.009183349883258,-0.248579418496038,0,0.007109502219426,0.008393885044421,0,-0.133069202303886
0.682978065028855,0.030644591508312,0.008620747747535,-0.236336990535986,0,0.011490975207027,0.011527157176555,0,-0.121980093419552
0.816276455978886,0.027392840925998,-0.003660217683056,-0.197209797400811,0,0.020973609438965,0.018579658692946,0,-0.110890999436378
0.999999980249492,2.94476475684609E-09,-3.9347835910045E-10,-2.12003001156766E-08,0,2.25468966660633E-09,1.99733688039124E-09,0,-0.099801898002625
0.999999999999929,4.94238607091516E-13,1.65352142814239E-12,-2.77785456483618E-11,0,1.1887417625259E-11,1.22767039359917E-10,0,-0.088712796568871
0.999998672131433,9.19500969896239E-06,3.07627638777239E-05,-0.00051680300364,0,0.000221158199282,0.002284006351245,0,-0.077623695135117
0.999999999999607,2.71830812492889E-12,9.09435375620346E-12,-1.52781764215089E-10,0,6.53806955820857E-11,6.75217669719063E-10,0,-0.066534601151943
0.99999998360656,1.26983043470048E-07,4.34346105568475E-05,-0.002606499321879,0,0.000278037050593,0.004388623415176,0,-0.055445499718189
1,0,0,0,0,0,0,0,-0.044356398284435
1,0,0,0,0,0,0,0,-0.033267300575972
1,0,0,0,0,0,0,0,-0.022178199142218
1,0,0,0,0,0,0,0,-0.011089099571109
1,0,0,0,0,0,0,0,-9.99200722162641E-16
1,0,0,0,0,0,0,0,0.011089099571109
1,0,0,0,0,0,0,0,0.022178199142218
