C_[0]_average,C_[0]_stddev,Cd_[0]_average,Cd_[0]_stddev,v_average:0,v_average:1,v_average:2,v_stddev:0,v_stddev:1,v_stddev:2,Points:0
0.822210260176512,0.02464400701871,5371308.5,227714.5625,-0.003001478834743,-0.123061431473201,0,0.007097455980241,0.010792656087145,0,-0.12493821978569
0.867546256347227,0.020269657282351,5668382,237152.25,-0.002705717563393,-0.10326993538343,0,0.010714391364009,0.010605807601647,0,-0.113580204546452
0.999999999803136,4.85925422666233E-10,6560994.5,2.42827486991882,-2.30111803867315E-11,-1.96120477504082E-10,0,2.48279199422438E-10,4.79616852613224E-10,0,-0.102222181856632
0.997499099082489,0.006173053140459,6541097,107255.5,-0.000292327243495,-0.002491456657942,0,0.003154065665665,0.006092910928587,0,-0.090864159166813
0.999999999606273,9.7184825746306E-10,6560994.5,2.43671751022339,-4.60222382239381E-11,-3.92239910538869E-10,0,4.9655707659641E-10,9.59231150954287E-10,0,-0.079506143927574
1,0,6560994.5,2.41983222961426,0,0,0,0,0,0,-0.068148121237755
1,0,6560994.5,2.41983222961426,0,0,0,0,0,0,-0.056790102273226
1,0,6560994.5,2.42980313301086,-2.20144414016774E-12,-8.62158129787931E-11,0,8.08364167220571E-12,2.39802359554177E-10,0,-0.045432079583407
1,0,6567663,69093.5703125,-1.52544668128502E-05,-0.000597415230226,0,5.60139779909378E-05,0.001661662482694,0,-0.034074060618878
1,0,6560994.5,2.41983222961426,0,0,0,0,0,0,-0.022716039791703
1,0,6560994.5,2.41983222961426,0,0,0,0,0,0,-0.011358019895852
1,0,6560994.5,2.41983222961426,0,0,0,0,0,0,-1.99840144432528E-15
1,0,6560994.5,2.41983222961426,0,0,0,0,0,0,0.011358019895852
1,0,6560994.5,2.41983222961426,0,0,0,0,0,0,0.022716039791703
1,0,6560994.5,2.41983222961426,0,0,0,0,0,0,0.034074060618878
1,0,6560994.5,2.41983222961426,0,0,0,0,0,0,0.045432079583407
1,0,6560994.5,2.41983222961426,0,0,0,0,0,0,0.056790102273226
1,0,6560994.5,2.41983222961426,0,0,0,0,0,0,0.068148121237755
0.999992704733716,5.65080827964277E-05,6561962.5,7497.466796875,-3.32418136055767E-05,-9.09833206374253E-05,0,0.000257490086409,0.000704752810436,0,0.079506143927574
0.998821951157585,0.004000120128061,6562931.5,48364.2734375,-9.88367023788852E-05,-0.001398724212712,0,0.001435230541489,0.004731689989779,0,0.090864159166813
0.999999999907268,3.14876838825535E-10,6560994.5,2.42363905906677,-7.78011272523443E-12,-1.10103156383935E-10,0,1.12976815661354E-10,3.72463696241847E-10,0,0.102222181856632
0.88009343540455,0.027523509066773,5803473.5,258343.359375,0.002404407034165,-0.09386638515468,0,0.009659856247517,0.015318463351266,0,0.113580204546452
0.825073181258547,0.022005747429829,5387875.5,279715.46875,0.000415640003248,-0.118161966120589,0,0.006222038525165,0.009219787402045,0,0.12493821978569
0.762219383646051,0.0165918496674,4945379.5,208937.546875,0.002343499510775,-0.143181194095398,0,0.00532168065217,0.006682418732067,0,0.13629624247551
0.709155880505572,0.015348323066299,4655945,187656.46875,-4.68615469744746E-06,-0.153043295181992,0,0.005514946776786,0.002843532438678,0,0.147654265165329
0.663991067945774,0.015040990257225,4334778.5,196365.40625,-0.000697643711876,-0.153996310352827,0,0.005142176092613,0.002729004790739,0,0.159012287855148
0.619459945979843,0.014027469848538,4073736.25,183645.671875,-0.00113625893246,-0.150431061446501,0,0.00467463291294,0.003768180875643,0,0.170370310544968
0.578998744668054,0.01528516406407,3804090,182987.546875,-0.004256374936591,-0.142566316015402,0,0.004730833261105,0.005998501562737,0,0.181728318333626
0.545725635173556,0.013200608381133,3590910.75,177214.453125,-0.005026362979444,-0.132587528255831,0,0.004344861947135,0.005660622240212,0,0.193086341023445
0.51084867762196,0.012340798189533,3356328.5,165302.234375,-0.006396250604005,-0.119537444677475,0,0.005417396521312,0.00718971829619,0,0.204444363713264
0.480468900080931,0.012252565464701,3133792.5,163129.59375,-0.008839718631743,-0.103659408876521,0,0.005550098963401,0.007245178235365,0,0.215802386403084
0.450772534050643,0.012699557869852,2924593,161943.375,-0.009944410164743,-0.08537479102335,0,0.005335067021192,0.007791044748952,0,0.227160409092903
0.42435020051813,0.011829580935276,2765623,171619.859375,-0.012946402855457,-0.069906925279558,0,0.004846031253969,0.008052637331365,0,0.238518431782722
0.397679557779089,0.011320698679233,2598372,127288.75,-0.013785779471414,-0.050540815474239,0,0.004107532925922,0.009258804644133,0,0.249876439571381
0.375161271748794,0.009232595524469,2473712.25,132812.671875,-0.015609878414527,-0.032542533785616,0,0.00473291021955,0.00799774244578,0,0.2612344622612
0.353369758672656,0.008991049703417,2320657.5,134656.125,-0.016726831732752,-0.01488801803376,0,0.004823276368733,0.007641954231119,0,0.272592484951019
0.330327180327864,0.007997439714301,2180402.25,139046.296875,-0.016732844918033,0.004905949229513,0,0.005485016425145,0.00709354833666,0,0.283950507640839
0.311289012645196,0.007727343985966,2037351.375,130787.1015625,-0.01697913386957,0.021966840665358,0,0.004081453512703,0.007136499466875,0,0.295308530330658
0.29343276218528,0.007933216151344,1928288.5,123842.265625,-0.017451131497678,0.036851031592656,0,0.004009923518667,0.007007789480806,0,0.306666553020477
0.273647053762845,0.006594283692406,1808039.5,123812.6953125,-0.01750417132944,0.053530605369156,0,0.004015575684531,0.005388895050554,0,0.318024575710297
0.254891707186534,0.006777128338047,1664127.875,111236.03125,-0.016231087518663,0.069866307455533,0,0.003198829819565,0.004785225060284,0,0.329382598400116
0.238069260880748,0.005637549383977,1565281.875,97391.328125,-0.016009261180765,0.082650491698341,0,0.002989245388679,0.004261162107225,0,0.340740621089935
0.221102369683535,0.005579645754339,1437074.25,100651.7734375,-0.014947562542377,0.09504598049893,0,0.002807133476327,0.003467442516759,0,0.352098643779755
0.202238103746366,0.005538613895072,1347478.875,92932.3359375,-0.013842301767848,0.1068962748432,0,0.002214107409881,0.004021974166834,0,0.363456636667252
0.18719986666419,0.005679886706906,1233898.375,96754.4765625,-0.012656128825382,0.114262993041374,0,0.002615779801321,0.002923871938866,0,0.374814659357071
0.170423750030195,0.005553002155027,1122576.5,86738.625,-0.011236554485573,0.120007356435402,0,0.0025052972683,0.002165417876134,0,0.38617268204689
0.153961647983241,0.00566988727681,1014696.4375,90638.921875,-0.009638365264927,0.123209506516299,0,0.002159693108553,0.001647166339252,0,0.39753070473671
0.136335333418811,0.005634154410462,904127.3125,90739.5546875,-0.008115660151582,0.124348622592149,0,0.002202301798179,0.001794934713362,0,0.408888727426529
0.121309952396672,0.005574011465906,805174.4375,89386.4375,-0.006399071983444,0.121945377301415,0,0.002451115338325,0.002335503442628,0,0.420246750116348
0.104070854339763,0.005744989416977,699337.9375,86507.78125,-0.005055699016199,0.116560113996913,0,0.0024707924992,0.00300293045951,0,0.431604772806168
0.09075158317021,0.005898891113412,596512.875,77268.953125,-0.003648109300559,0.109345820798591,0,0.002649599274714,0.004610853235079,0,0.442962795495987
0.073746447471068,0.004447254645685,488740.21875,63462.671875,-0.00283247360756,0.097304048517711,0,0.002939453415447,0.005114853903576,0,0.454320818185806
0.057993884928759,0.006329919624847,375267.34375,61073.63671875,-0.00035715997722,0.080422056993352,0,0.003948291983319,0.009245318941657,0,0.465678840875626
0.041942877230062,0.006107628972184,273625.5625,59712.5859375,-0.000854978980974,0.062049119581673,0,0.004193258359295,0.009317007934903,0,0.477036863565445
0.02304407193896,0.006486828306085,150472.28125,50596.65625,2.94314809068845E-05,0.032450164985872,0,0.004020689190598,0.013312950973057,0,0.488394886255264
0.011518116156,0.001844075252841,74322.015625,32092.251953125,0.000141270202748,0.006098110535662,0,0.002339631917181,0.006681761022798,0,0.499752879142761
1.20889400432771E-08,1.93546169114175E-09,0.078005321323872,0.033682722598314,1.48271717617006E-10,6.40029874038062E-09,0,2.45558211417531E-09,7.01290107977062E-09,0,0.511110901832581
0,0,0,0,0,0,0,0,0,0,0.5224689245224
0,0,0,0,0,0,0,0,0,0,0.533826947212219
0,0,0,0,0,0,0,0,0,0,0.545184969902039
0,0,0,0,0,0,0,0,0,0,0.556542992591858
0,0,0,0,0,0,0,0,0,0,0.567901015281677
