"id","C_[0]","Cd_[0]","type","v:0","v:1","v:2","Points:0","Points:1","Points:2"
1,0,0,1,0,0,0,0,0,0
2,0,0,1,0,0,0,0.0625,0,0
3,0,0,1,0,0,0,0.125,0,0
4,0,0,1,0,0,0,0.1875,0,0
5,0,0,1,0,0,0,0.25,0,0
6,0,0,1,0,0,0,0.3125,0,0
7,0,0,1,0,0,0,0.375,0,0
8,0,0,1,0,0,0,0.4375,0,0
9,0,0,1,0,0,0,0.5,0,0
10,0,0,1,0,0,0,0.5625,0,0
11,0,0,1,0,0,0,0.625,0,0
12,0,0,1,0,0,0,0.6875,0,0
13,0,0,1,0,0,0,0.75,0,0
14,0,0,1,0,0,0,0.8125,0,0
15,0,0,1,0,0,0,0.875,0,0
16,0,0,1,0,0,0,0.9375,0,0
17,0,0,1,0,0,0,1,0,0
18,0,0,1,0,0,0,0,0.0625,0
19,1238.77,2890,1,0,0,0,0.0625,0.0625,0
20,2427.9,1445,1,0,0,0,0.125,0.0625,0
21,3520.35,6647,1,0,0,0,0.1875,0.0625,0
22,4473.93,5780,1,0,0,0,0.25,0.0625,0
23,5253.01,4046,1,0,0,0,0.3125,0.0625,0
24,5829.54,5202,1,0,0,0,0.375,0.0625,0
25,6183.44,6358,1,0,0,0,0.4375,0.0625,0
26,6302.73,8092,1,0,0,0,0.5,0.0625,0
27,6183.44,6069,1,0,0,0,0.5625,0.0625,0
28,5829.54,6936,1,0,0,0,0.625,0.0625,0
29,5253.01,4913,1,0,0,0,0.6875,0.0625,0
30,4473.93,5202,1,0,0,0,0.75,0.0625,0
31,3520.35,2601,1,0,0,0,0.8125,0.0625,0
32,2427.9,2601,1,0,0,0,0.875,0.0625,0
33,1238.77,867,1,0,0,0,0.9375,0.0625,0
34,0,0,1,0,0,0,1,0.0625,0
35,0,0,1,0,0,0,0,0.125,0
36,2527.75,3757,1,0,0,0,0.0625,0.125,0
37,4953.54,6647,1,0,0,0,0.125,0.125,0
38,7180.96,6358,1,0,0,0,0.1875,0.125,0
39,9123.969999999999,10115,1,0,0,0,0.25,0.125,0
40,10710.3,10115,1,0,0,0,0.3125,0.125,0
41,11883.4,9826,1,0,0,0,0.375,0.125,0
42,12603.2,12138,1,0,0,0,0.4375,0.125,0
43,12845.8,10982,1,0,0,0,0.5,0.125,0
44,12603.2,12427,1,0,0,0,0.5625,0.125,0
45,11883.4,17340,1,0,0,0,0.625,0.125,0
46,10710.3,11271,1,0,0,0,0.6875,0.125,0
47,9123.969999999999,11849,1,0,0,0,0.75,0.125,0
48,7180.96,5780,1,0,0,0,0.8125,0.125,0
49,4953.54,6647,1,0,0,0,0.875,0.125,0
50,2527.75,2601,1,0,0,0,0.9375,0.125,0
51,0,0,1,0,0,0,1,0.125,0
52,0,0,1,0,0,0,0,0.1875,0
53,3919.9,4046,1,0,0,0,0.0625,0.1875,0
54,7679.77,6647,1,0,0,0,0.125,0.1875,0
55,11128.9,9826,1,0,0,0,0.1875,0.1875,0
56,14134.1,15895,1,0,0,0,0.25,0.1875,0
57,16584.3,16473,1,0,0,0,0.3125,0.1875,0
58,18394.2,20519,1,0,0,0,0.375,0.1875,0
59,19503.6,20808,1,0,0,0,0.4375,0.1875,0
60,19877.2,20519,1,0,0,0,0.5,0.1875,0
61,19503.6,19363,1,0,0,0,0.5625,0.1875,0
62,18394.2,17918,1,0,0,0,0.625,0.1875,0
63,16584.3,18496,1,0,0,0,0.6875,0.1875,0
64,14134.1,15317,1,0,0,0,0.75,0.1875,0
65,11128.9,12427,1,0,0,0,0.8125,0.1875,0
66,7679.77,8959,1,0,0,0,0.875,0.1875,0
67,3919.9,3468,1,0,0,0,0.9375,0.1875,0
68,0,0,1,0,0,0,1,0.1875,0
69,0,0,1,0,0,0,0,0.25,0
70,5474.12,4046,1,0,0,0,0.0625,0.25,0
71,10720.4,10693,1,0,0,0,0.125,0.25,0
72,15525.8,13005,1,0,0,0,0.1875,0.25,0
73,19704.4,16762,1,0,0,0,0.25,0.25,0
74,23104.2,27455,1,0,0,0,0.3125,0.25,0
75,25610.6,27166,1,0,0,0,0.375,0.25,0
76,27144.7,26010,1,0,0,0,0.4375,0.25,0
77,27661,30634,1,0,0,0,0.5,0.25,0
78,27144.7,28322,1,0,0,0,0.5625,0.25,0
79,25610.6,24276,1,0,0,0,0.625,0.25,0
80,23104.2,21675,1,0,0,0,0.6875,0.25,0
81,19704.4,17629,1,0,0,0,0.75,0.25,0
82,15525.8,15317,1,0,0,0,0.8125,0.25,0
83,10720.4,13294,1,0,0,0,0.875,0.25,0
84,5474.12,6069,1,0,0,0,0.9375,0.25,0
85,0,0,1,0,0,0,1,0.25,0
86,0,0,1,0,0,0,0,0.3125,0
87,7259.37,7514,1,0,0,0,0.0625,0.3125,0
88,14207.6,16762,1,0,0,0,0.125,0.3125,0
89,20557,25721,1,0,0,0,0.1875,0.3125,0
90,26061.3,28900,1,0,0,0,0.25,0.3125,0
91,30525.2,39304,1,0,0,0,0.3125,0.3125,0
92,33806.3,35547,1,0,0,0,0.375,0.3125,0
93,35810,36414,1,0,0,0,0.4375,0.3125,0
94,36483.6,36703,1,0,0,0,0.5,0.3125,0
95,35810,37859,1,0,0,0,0.5625,0.3125,0
96,33806.3,26588,1,0,0,0,0.625,0.3125,0
97,30525.2,39304,1,0,0,0,0.6875,0.3125,0
98,26061.3,26299,1,0,0,0,0.75,0.3125,0
99,20557,19941,1,0,0,0,0.8125,0.3125,0
100,14207.6,17051,1,0,0,0,0.875,0.3125,0
101,7259.37,8381,1,0,0,0,0.9375,0.3125,0
102,0,0,1,0,0,0,1,0.3125,0
103,0,0,1,0,0,0,0,0.375,0
104,9360.790000000001,8092,1,0,0,0,0.0625,0.375,0
105,18302.7,14450,1,0,0,0,0.125,0.375,0
106,26444.4,23409,1,0,0,0,0.1875,0.375,0
107,33469.7,39882,1,0,0,0,0.25,0.375,0
108,39139.2,36414,1,0,0,0,0.3125,0.375,0
109,43287.9,37281,1,0,0,0,0.375,0.375,0
110,45813.1,45373,1,0,0,0,0.4375,0.375,0
111,46660.5,46529,1,0,0,0,0.5,0.375,0
112,45813.1,46818,1,0,0,0,0.5625,0.375,0
113,43287.9,38437,1,0,0,0,0.625,0.375,0
114,39139.2,46818,1,0,0,0,0.6875,0.375,0
115,33469.7,38726,1,0,0,0,0.75,0.375,0
116,26444.4,28611,1,0,0,0,0.8125,0.375,0
117,18302.7,20230,1,0,0,0,0.875,0.375,0
118,9360.790000000001,8092,1,0,0,0,0.9375,0.375,0
119,0,0,1,0,0,0,1,0.375,0
120,0,0,1,0,0,0,0,0.4375,0
121,11889.3,11849,1,0,0,0,0.0625,0.4375,0
122,23212,23120,1,0,0,0,0.125,0.4375,0
123,33464.7,34102,1,0,0,0,0.1875,0.4375,0
124,42249.6,43061,1,0,0,0,0.25,0.4375,0
125,49287.1,47107,1,0,0,0,0.3125,0.4375,0
