"id_average","id_stddev","C_[0]_average","C_[0]_stddev","C_[1]_average","C_[1]_stddev","Cd_[0]_average","Cd_[0]_stddev","Cd_[1]_average","Cd_[1]_stddev","v_average:0","v_average:1","v_average:2","v_stddev:0","v_stddev:1","v_stddev:2","c_rhoatom_average","c_rhoatom_stddev","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
283,0,2042754.31372549,59360.6219992418,6.248818823529413e-25,8.337840214176589e-27,2022953,94543.625,0,0,0,0,0,0,0,0,1000,0,1,0.2280000150203705,-0.3720000088214874,0,0
283,0,2042754.31372549,59360.6219992418,6.248818823529413e-25,8.337840214176589e-27,2022953,94543.625,0,0,0,0,0,0,0,0,1000,0,1,0.2400000095367432,-0.3600000143051147,0,0
284,0,1925103.980006215,64231.0289328511,3.103822166555387e-31,4.141450409877834e-33,1932381.375,98668.765625,0,0,0,0,0,0,0,0,1000,0,1,0.2520000040531158,-0.3480000197887421,0,0
285,0,1808578.9392867,68304.58078051501,8.268315119491836e-22,1.149196659343371e-23,1803907.375,96908.7265625,0,0,0,0,0,0,0,0,1000,0,1,0.2639999985694885,-0.3360000252723694,0,0
285,0,1808578.709841745,68304.58800369187,8.268315119492981e-22,1.14919665934353e-23,1803907.125,96908.7421875,0,0,0,0,0,0,0,0,1000,0,1,0.2760000228881836,-0.3240000009536743,0,0
286,0,1694137.058823529,71502.11948851225,0,0,1696134.375,113293.2578125,0,0,0,0,0,0,0,0,1000,0,1,0.2880000174045563,-0.3120000064373016,0,0
286,0,1694137.058823529,71502.11948851225,0,0,1696134.375,113293.2578125,0,0,0,0,0,0,0,0,1000,0,1,0.300000011920929,-0.300000011920929,0,0
287,0,1581833.389115204,73789.35732583934,4.694925315062739e-19,6.715973604119078e-21,1595360.125,101775.1953125,0,0,0,0,0,0,0,0,1000,0,1,0.3120000064373016,-0.2880000174045563,0,0
288,0,1471732.658394915,75140.25884749884,4.663991799881477e-25,6.671723981920945e-27,1468488.5,93121.8046875,0,0,0,0,0,0,0,0,1000,0,1,0.3240000009536743,-0.2760000228881836,0,0
288,0,1471732.441048729,75140.26059558733,2.313287329277715e-22,3.335911697825754e-24,1468488.25,93121.8125,0,0,0,0,0,0,0,0,1000,0,1,0.3360000252723694,-0.2639999985694885,0,0
289,0,1363045.436924829,75549.04167469306,2.328630411983899e-16,3.358037427056393e-18,1368841.125,106505.046875,0,0,0,0,0,0,0,0,1000,0,1,0.3480000197887421,-0.2520000040531158,0,0
290,0,1255796.274509814,75009.13476294362,2.233699531222342e-29,3.221140885234994e-31,1273523.875,116130.28125,0,0,0,0,0,0,0,0,1000,0,1,0.3600000143051147,-0.2400000095367432,0,0
290,0,1255796.274509804,75009.13476294356,0,0,1273523.875,116130.28125,0,0,0,0,0,0,0,0,1000,0,1,0.3720000088214874,-0.2280000150203705,0,0
291,0,1150355.248859751,73532.21832870414,1.767839364874009e-13,2.469089847976602e-15,1168894.625,99314.4609375,0,0,0,0,0,0,0,0,1000,0,1,0.3840000033378601,-0.2160000056028366,0,0
292,0,1047074.49623831,71139.58013741294,4.390479363894387e-20,6.132054891715223e-22,1062367,100014.515625,0,0,0,0,0,0,0,0,1000,0,1,0.3960000276565552,-0.2040000110864639,0,0
292,0,1047074.420330674,71139.5779183727,4.21196207226957e-17,6.429510943094566e-19,1062367,100014.5078125,0,0,0,0,0,0,0,0,1000,0,1,0.4080000221729279,-0.1920000016689301,0,0
293,0,945892.6078431488,67868.38071030147,8.479801960783353e-11,1.294431872050388e-12,957203.8125,76729.1015625,0,0,0,0,0,0,0,0,1000,0,1,0.4200000166893005,-0.1800000071525574,0,0
294,0,846336.3435678125,63752.22469282884,4.211964000353309e-17,6.42951388629189e-19,854472.375,87869.8046875,0,0,0,0,0,0,0,0,1000,0,1,0.4320000112056732,-0.1680000126361847,0,0
294,0,846336.2697737935,63752.22142942108,9.447162751408729e-15,1.428062625936389e-16,854472.3125,87869.8046875,0,0,0,0,0,0,0,0,1000,0,1,0.4440000057220459,-0.1560000032186508,0,0
295,0,748314.9655203479,58844.32373357541,3.803931212145551e-08,5.750141220852712e-10,753223.9375,69183.1875,0,0,0,0,0,0,0,0,1000,0,1,0.456000030040741,-0.1440000087022781,0,0
296,0,651716.0784313725,53206.55838236306,0,0,660991.125,70925.796875,0,0,0,0,0,0,0,0,1000,0,1,0.4680000245571136,-0.1319999992847443,0,0
296,0,651716.0784313725,53206.55838236306,0,0,660991.125,70925.796875,0,0,0,0,0,0,0,0,1000,0,1,0.4800000190734863,-0.1200000047683716,0,0
297,0,556045.7529675522,46883.39265770583,2.11226973770633e-05,3.052925135234439e-07,562352.5,56504.53125,0,0,0,0,0,0,0,0,1000,0,1,0.492000013589859,-0.1080000028014183,0,0
298,0,461516.137254902,39980.25368683288,0,0,457545.1875,61452.89453125,0,0,0,0,0,0,0,0,1000,0,1,0.5040000081062317,-0.09600000083446503,0,0
298,0,461516.137254902,39980.25368683288,0,0,457545.1875,61452.89453125,0,0,0,0,0,0,0,0,1000,0,1,0.5160000324249268,-0.08400000631809235,0,0
299,0,367596.5410743711,32552.73718474342,0,0,364778.4375,46227.734375,0,0,0,0,0,0,0,0,1000,0,1,0.5279999971389771,-0.07200000435113907,0,0
300,0,274819.8823529551,24748.65398649146,0.5349233725489398,0.01994064962062322,272960.75,41841.03125,0,0,0,0,0,0,0,0,1000,0,1,0.5400000214576721,-0.06000000238418579,0,0
300,0,274819.8709078215,24748.65297950697,0.5349248504799226,0.01994074229153905,272960.75,41841.03125,7.362917585851392e-06,5.206368223298341e-05,0,0,0,0,0,0,1000,0,1,0.5520000457763672,-0.04800000041723251,0,0
301,0,182651.4959186596,16639.34357048041,12.43680906495337,0.7662262910477612,183574.984375,31250.623046875,59.29411315917969,419.2726440429688,0,0,0,0,0,0,1000,0,1,0.5640000104904175,-0.03600000217556953,0,0
302,0,91668.30392156863,8359.388772710485,446.1316274509804,12.99181646941389,89206.84375,19349.734375,948.7451171875,1844.908325195312,0,0,0,0,0,0,1000,0,1,0.5760000348091125,-0.02400000020861626,0,0
302,0,91668.3015006717,8359.38853616786,446.1320384483099,12.99183903170962,89206.84375,19349.734375,948.74560546875,1844.908569335938,0,0,0,0,0,0,1000,0,1,0.5879999995231628,-0.01200000010430813,0,0
303,0,13685.35098039216,739.7780044259029,13685.35098039216,739.7780044259029,18089.724609375,9289.66015625,17200.01953125,9114.1767578125,0,0,0,0,0,0,1000,0,1,0.6000000238418579,1.998401444325282e-15,0,0
304,0,446.1320384526371,12.99183903194717,91668.30150064621,8359.38853616537,1304.569091796875,2009.243896484375,89859.296875,18563.39453125,0,0,0,0,0,0,1000,0,1,0.612000048160553,0.01200000010430813,0,0
304,0,446.1316274509804,12.99181646941389,91668.30392156863,8359.388772710485,1304.568603515625,2009.24365234375,89859.296875,18563.39453125,0,0,0,0,0,0,1000,0,1,0.6240000128746033,0.02400000020861626,0,0
305,0,12.43680906495734,0.7662262910480104,182651.4959186288,16639.34357047771,0,0,179660.28125,29766.15625,0,0,0,0,0,0,1000,0,1,0.6360000371932983,0.03600000217556953,0,0
306,0,0.5349248504838128,0.01994074229178297,274819.8709077914,24748.65297950432,0,0,269461.25,37586.27734375,0,0,0,0,0,0,1000,0,1,0.6480000019073486,0.04800000041723251,0,0
306,0,0.5349233725490197,0.01994064962062619,274819.8823529412,24748.6539864903,0,0,269461.25,37586.27734375,0,0,0,0,0,0,1000,0,1,0.6600000262260437,0.06000000238418579,0,0
307,0,0,0,367596.5410743403,32552.737184741,0,0,365193.59375,47142.06640625,0,0,0,0,0,0,1000,0,1,0.6720000505447388,0.07200000435113907,0,0
308,0,0,0,461516.137254902,39980.25368683288,0,0,465255.90625,54978.02734375,0,0,0,0,0,0,1000,0,1,0.6840000152587891,0.08400000631809235,0,0
308,0,0,0,461516.137254902,39980.25368683288,0,0,465255.90625,54978.02734375,0,0,0,0,0,0,1000,0,1,0.6960000395774841,0.09600000083446503,0,0
309,0,2.112269737705625e-05,3.05292513523342e-07,556045.7529675206,46883.39265770352,0,0,555531.3125,70094.828125,0,0,0,0,0,0,1000,0,1,0.7080000042915344,0.1080000028014183,0,0
310,0,4.202402692499163e-18,6.073855331677002e-20,651716.0784313534,53206.5583823618,0,0,649425.0625,67951.984375,0,0,0,0,0,0,1000,0,1,0.7200000286102295,0.1200000047683716,0,0
310,0,0,0,651716.0784313725,53206.55838236306,0,0,649425.0625,67951.984375,0,0,0,0,0,0,1000,0,1,0.7319999933242798,0.1319999992847443,0,0
311,0,3.803931212146794e-08,5.750141220854591e-10,748314.9655203159,58844.3237335738,0,0,755003.4375,72392.5234375,0,0,0,0,0,0,1000,0,1,0.7440000176429749,0.1440000087022781,0,0
312,0,9.447175454833627e-15,1.42806454622577e-16,846336.2697737608,63752.22142941944,0,0,830984.3125,79073.8515625,0,0,0,0,0,0,1000,0,1,0.7560000419616699,0.1560000032186508,0,0
312,0,4.211961228732935e-17,6.429509655445737e-19,846336.34356778,63752.22469282749,0,0,830984.375,79073.859375,0,0,0,0,0,0,1000,0,1,0.7680000066757202,0.1680000126361847,0,0
313,0,8.479801960782509e-11,1.29443187205026e-12,945892.607843116,67868.38071030022,0,0,948840.8125,88992.4296875,0,0,0,0,0,0,1000,0,1,0.7800000309944153,0.1800000071525574,0,0
314,0,4.211964964395179e-17,6.429515357890552e-19,1047074.420330639,71139.57791837158,0,0,1056554.5,94003.4921875,0,0,0,0,0,0,1000,0,1,0.7920000553131104,0.1920000016689301,0,0
314,0,4.390473460103452e-20,6.132046646062054e-22,1047074.496238276,71139.58013741215,0,0,1056554.5,94003.4921875,0,0,0,0,0,0,1000,0,1,0.8040000200271606,0.2040000110864639,0,0
315,0,1.767839364873419e-13,2.469089847975777e-15,1150355.248859716,73532.21832870333,0,0,1152523.875,92520.0859375,0,0,0,0,0,0,1000,0,1,0.8160000443458557,0.2160000056028366,0,0
316,0,0,0,1255796.274509804,75009.13476294356,0,0,1263262.875,94633.1640625,0,0,0,0,0,0,1000,0,1,0.8280000686645508,0.2280000150203705,0,0
316,0,0,0,1255796.274509804,75009.13476294356,0,0,1263262.875,94633.1640625,0,0,0,0,0,0,1000,0,1,0.8400000333786011,0.2400000095367432,0,0
317,0,2.328630411983121e-16,3.358037427055271e-18,1363045.436924793,75549.04167469288,0,0,1369493.625,98002.921875,0,0,0,0,0,0,1000,0,1,0.8519999980926514,0.2520000040531158,0,0
318,0,2.313288098663109e-22,3.335912807329836e-24,1471732.441048694,75140.26059558748,0,0,1452236.375,99737.3828125,0,0,0,0,0,0,1000,0,1,0.8640000224113464,0.2639999985694885,0,0
318,0,4.663990265345978e-25,6.671721786806176e-27,1471732.658394879,75140.25884749928,0,0,1452236.625,99737.3828125,0,0,0,0,0,0,1000,0,1,0.8760000467300415,0.2760000228881836,0,0
319,0,4.694925315064324e-19,6.715973604121345e-21,1581833.389115166,73789.35732584012,0,0,1587886.625,100193.390625,0,0,0,0,0,0,1000,0,1,0.8880000114440918,0.2880000174045563,0,0
320,0,1.200940824433286e-31,1.717915906164989e-33,1694137.058823501,71502.11948851284,0,0,1700938.625,115739.140625,0,0,0,0,0,0,1000,0,1,0.9000000357627869,0.300000011920929,0,0
320,0,0,0,1694137.058823529,71502.11948851225,0,0,1700938.625,115739.140625,0,0,0,0,0,0,1000,0,1,0.9120000600814819,0.3120000064373016,0,0
321,0,8.268315119490278e-22,1.149196659343154e-23,1808578.709841708,68304.58800369292,0,0,1818498.25,93308.671875,0,0,0,0,0,0,1000,0,1,0.9240000247955322,0.3240000009536743,0,0
321,0,8.268315119494626e-22,1.149196659343758e-23,1808578.93928666,68304.58078051638,0,0,1818498.5,93308.65625,0,0,0,0,0,0,1000,0,1,0.9360000491142273,0.3360000252723694,0,0
322,0,3.103820079730561e-31,4.14144762541369e-33,1925103.980006175,64231.02893285273,0,0,1935524.125,99670.25,0,0,0,0,0,0,1000,0,1,0.9480000734329224,0.3480000197887421,0,0
323,0,6.248818823527726e-25,8.337840214174338e-27,2042754.313725458,59360.62199924312,0,0,2054804.375,106447.21875,0,0,0,0,0,0,1000,0,1,0.9600000381469727,0.3600000143051147,0,0
323,0,6.248818823529413e-25,8.337840214176589e-27,2042754.31372549,59360.6219992418,0,0,2054804.375,106447.21875,0,0,0,0,0,0,1000,0,1,0.9720000028610229,0.3720000088214874,0,0
324,0,6.20764522112134e-31,8.282902004634028e-33,2161421.058585624,53758.3133646555,0,0,2154629.25,93171.484375,0,0,0,0,0,0,1000,0,1,0.984000027179718,0.3840000033378601,0,0
325,0,1.278900196078431e-27,1.708701209440948e-29,2280950.980392157,47496.93704283038,0,0,2304812.25,105941.546875,0,0,0,0,0,0,1000,0,1,0.9960000514984131,0.3960000276565552,0,0
325,0,1.278899560842238e-27,1.708700360720419e-29,2280951.04055804,47496.93362161056,0,0,2304812.25,105941.5390625,0,0,0,0,0,0,1000,0,1,1.008000016212463,0.4080000221729279,0,0
326,0,3.816595625159929e-40,5.099241974201606e-42,2402080.980392121,40609.10736521774,0,0,2406831.5,87500.3671875,0,0,0,0,0,0,1000,0,1,1.019999980926514,0.4200000166893005,0,0
327,0,2.176904016758148e-30,2.845519348577479e-32,2524634.448930891,33179.63967933587,0,0,2537973.75,98041.34375,0,0,0,0,0,0,1000,0,1,1.032000064849854,0.4320000112056732,0,0
327,0,2.176905098039216e-30,2.845520761963727e-32,2524634.509803921,33179.63598907545,0,0,2537973.75,98041.3515625,0,0,0,0,0,0,1000,0,1,1.044000029563904,0.4440000057220459,0,0
328,0,1.616580827471958e-39,2.064485178562138e-41,2648442.476541493,25302.40037153386,0,0,2653339,86776.0078125,0,0,0,0,0,0,1000,0,1,1.055999994277954,0.456000030040741,0,0
329,0,1.627304117647059e-33,2.078179559477528e-35,2772862.549019608,17101.80782132114,0,0,2767340,99474.265625,0,0,0,0,0,0,1000,0,1,1.068000078201294,0.4680000245571136,0,0
329,0,1.627304117647059e-33,2.078179559477528e-35,2772862.549019608,17101.80782132114,0,0,2767340,99474.265625,0,0,0,0,0,0,1000,0,1,1.080000042915344,0.4800000190734863,0,0
330,0,8.082911768735981e-40,1.032243563860426e-41,2897659.741934065,8685.242387230721,0,0,2866987.25,92266.796875,0,0,0,0,0,0,1000,0,1,1.092000007629395,0.492000013589859,0,0
701.9996337890625,0,0,0,3024999.873498844,0.0086280114779412,0,0,3024998.75,0.6611555218696594,0,0,0,0,0,0,1000,0,1,1.104000091552734,0.5040000081062317,0,0
702,0,0,0,3025000,0,0,0,3024999,0.5694972276687622,0,0,0,0,0,0,1000,0,1,1.116000056266785,0.5160000324249268,0,0
703,0,0,0,3025000,0,0,0,3024999,0.5694972276687622,0,0,0,0,0,0,1000,0,1,1.128000020980835,0.5279999971389771,0,0
704,0,0,0,3025000,0,0,0,3024999,0.5694972276687622,0,0,0,0,0,0,1000,0,1,1.140000104904175,0.5400000214576721,0,0
704,0,0,0,3025000,0,0,0,3024999,0.5694972276687622,0,0,0,0,0,0,1000,0,1,1.152000069618225,0.5520000457763672,0,0
705,0,0,0,3025000,0,0,0,3024999,0.5694972276687622,0,0,0,0,0,0,1000,0,1,1.164000034332275,0.5640000104904175,0,0
706,0,0,0,3025000,0,0,0,3024999,0.5694972276687622,0,0,0,0,0,0,1000,0,1,1.176000118255615,0.5760000348091125,0,0
706,0,0,0,3025000,0,0,0,3024999,0.5694972276687622,0,0,0,0,0,0,1000,0,1,1.187999963760376,0.5879999995231628,0,0
707,0,0,0,3025000,0,0,0,3024999,0.5694972276687622,0,0,0,0,0,0,1000,0,1,1.200000047683716,0.6000000238418579,0,0
